Name,ASCII Name,Alternate Names,Latitude,Longitude,Feature Class,Feature Code,Country Code,Country Code 2,Admin1 Code,Admin2 Code,Admin3 Code,Admin4 Code,Population,Elevation,DIgital Elevation Model,Timezone,Modification date,Country
Mathura,Mathura,"Madhura,Mandura,Mathura,Matkhura,Matura,Muttra,ma tu la,mathura,mato~ura,matula,matura,matwra,Матура,Матхура,Մաթհուրա,ماتورا,متھرا,मथुरा,মথুরা,મથુરા,ମଥୁରା,மதுரா,మథుర,ಮಥುರಾ,മഥുര,マトゥラー,马图拉,마투라",27.5035,77.67215,P,PPL,IN,,36,145,,,330511,,181,Asia/Kolkata,07-08-2015,India
Manjhanpur,Manjhanpur,Manjhanpur,25.53046,81.37566,P,PPL,IN,,36,174,,,16939,,104,Asia/Kolkata,07-08-2015,India
Manihāri,Manihari,"Manihari,Manihāri",25.33891,87.61998,P,PPL,IN,,34,212,,,23731,,37,Asia/Kolkata,14-10-2014,India
Mandapam,Mandapam,Mandapam,9.27571,79.12362,P,PPL,IN,,25,626,,,15073,,6,Asia/Kolkata,14-10-2014,India
Manali,Manali,"Manali,manali,மணலி",13.16667,80.26667,P,PPL,IN,,25,602,,,32363,,6,Asia/Kolkata,14-10-2014,India
Māllūr,Mallur,"Mallur,Māllūr",11.54424,78.14078,P,PPL,IN,,25,608,,,10524,,279,Asia/Kolkata,05-09-2017,India
Madurāntakam,Madurantakam,"Madurantakam,Madurāntakam",12.51167,79.88485,P,PPL,IN,,25,604,,,29743,,30,Asia/Kolkata,14-10-2014,India
Lālganj,Lalganj,,25.93182,81.70478,P,PPL,IN,,36,173,,,23728,,108,Asia/Kolkata,14-10-2014,India
Lakshettipet,Lakshettipet,"Lakhsetipet,Lakshettipet",18.86667,79.21667,P,PPL,IN,,40,534,,,11162,,141,Asia/Kolkata,10-10-2014,India
Lakhīmpur,Lakhimpur,"Lakhimpur,Lakhīmpur",27.94822,80.77935,P,PPL,IN,,36,153,,,140223,,152,Asia/Kolkata,06-09-2015,India
Lachhmangarh Sīkar,Lachhmangarh Sikar,"Lachhmangarh,Lachhmangarh Sikar,Lachhmangarh Sīkar,Lachmangarh",27.82294,75.02754,P,PPL,IN,,24,111,,,48142,,365,Asia/Kolkata,10-06-2020,India
Kushālgarh,Kushalgarh,,23.19899,74.45074,P,PPL,IN,,24,125,,,10349,,293,Asia/Kolkata,14-10-2014,India
Kurduvādi,Kurduvadi,"Kurduvadi,Kurduvādi",18.09339,75.41567,P,PPL,IN,,16,526,,,23131,,516,Asia/Kolkata,13-10-2014,India
Kundla,Kundla,Kundla,21.34222,71.30633,P,PPL,IN,,9,480,,,76809,,134,Asia/Kolkata,04-07-2018,India
Kotwa,Kotwa,Kotwa,25.0308,81.31908,P,PPL,IN,,35,430,,,13916,,148,Asia/Kolkata,11-02-2016,India
Kodigenahalli,Kodigenahalli,"Kodiganballi,Kodigenahalli",13.72136,77.38629,P,PPL,IN,,19,571,,,5727,,667,Asia/Kolkata,04-10-2015,India
Kīratpur,Kiratpur,"Kiratpur,Kīratpur",29.50671,78.20613,P,PPL,IN,,36,134,,,60223,,256,Asia/Kolkata,08-04-2015,India
Khawhai,Khawhai,Khawhai,23.37807,93.12797,P,PPL,IN,,31,284,,,2537,,1335,Asia/Kolkata,14-10-2014,India
Khajuraho Group of Monuments,Khajuraho Group of Monuments,"Conjunto de Templos de Khajuraho,HJR,Khadzuraho,Khadżuraho,Khajraho,Khajrāho,Khajuraho,Khajurâho,Khajurāho,Kkhadzhurakho,kajuraho,khajuraha,khajuraho,Кхаджурахо,खजुराहो,খাজুরাহ,ಖಜುರಾಹೊ,カジュラーホー",24.84809,79.93351,P,PPL,IN,,35,425,,,25662,,218,Asia/Kolkata,19-10-2018,India
Khairāgarh,Khairagarh,"Khairagarh,Khairāgarh,Kheragarh",26.94269,77.8189,P,PPL,IN,,37,,,,20095,,171,Asia/Kolkata,05-07-2016,India
Khāga,Khaga,"Khaga,Khāga",25.77215,81.10393,P,PPL,IN,,36,172,,,13338,,115,Asia/Kolkata,07-08-2015,India
Kāraikkudi,Karaikkudi,"Karaikkudi,Karaikudi,Kāraikkudi",10.06615,78.76784,P,PPL,IN,,25,622,,,91908,,85,Asia/Kolkata,10-06-2020,India
Captainganj,Captainganj,"Captainganj,Kaptanganj,Kaptānganj",26.9264,83.71334,P,PPL,IN,,36,189,,,12299,,94,Asia/Kolkata,06-09-2015,India
Jhūsi,Jhusi,"Jhusi,Jhūsi,Pratishthanpur",25.43745,81.9055,P,PPL,IN,,36,175,,,16642,,95,Asia/Kolkata,10-06-2020,India
Jamūī,Jamui,"Jamui,Jamūi,Jamūī",24.92606,86.22531,P,PPL,IN,,34,238,,,78181,,88,Asia/Kolkata,08-11-2015,India
Irugūr,Irugur,"Irugur,Irugūr",11.01782,77.06285,P,PPL,IN,,25,632,,,19166,,382,Asia/Kolkata,04-03-2017,India
Imphāl,Imphal,"IMF,Imphal,Imphāl,Impkhal,impal,imphala,inparu,Импхал,इंफाल,इम्फाल,ইম্ফল,இம்பால்,インパール",24.80805,93.9442,P,PPLA,IN,,17,278,,,223523,,784,Asia/Kolkata,10-06-2020,India
Igatpuri,Igatpuri,"Igatpuri,Vigatpuri,Wigatpura,aygatpwry,aygt pwry,igatapuri,igatpuri,yi jia te pu li,ایگاتپوری,ایگت پوری,इगतपुरी,ইগাটপুরি,ઇગતપુરી,ഇഗത്പുരി,伊加特普里",19.69522,73.5626,P,PPL,IN,,16,516,,,35461,,590,Asia/Kolkata,13-10-2014,India
Hosakote,Hosakote,Hoskote,14.27603,77.16827,P,PPL,IN,,19,571,,,11692,,628,Asia/Kolkata,14-10-2014,India
Hiriyūr,Hiriyur,"Hiriyur,Hiriyūr",13.94455,76.61723,P,PPL,IN,,19,566,,,53519,,607,Asia/Kolkata,08-11-2015,India
Gūduvāncheri,Guduvancheri,"Guduvancheri,Gūduvāncheri",12.84519,80.06055,P,PPL,IN,,25,604,,,30972,,40,Asia/Kolkata,14-10-2014,India
Goshāinganj,Goshainganj,"Gosainganj,Goshainganj,Goshāinganj",26.57115,82.38091,P,PPL,IN,,36,177,,,13176,,99,Asia/Kolkata,10-06-2020,India
Gorakhpur,Gorakhpur,"Gorakhpur,Gorakpura,Горакпура",29.44768,75.67206,P,PPL,IN,,10,78,,,1324570,,218,Asia/Kolkata,05-09-2017,India
Gondā City,Gonda City,"Gonda,Gonda City,Gonda Oudh,Gondā City,Гонда",27.13181,81.95332,P,PPL,IN,,36,183,,,133583,,113,Asia/Kolkata,10-06-2020,India
Gogāpur,Gogapur,"Gogapur,Gogāpur",23.55746,75.51665,P,PPL,IN,,35,435,,,6857,,491,Asia/Kolkata,14-10-2014,India
Gangāpur,Gangapur,,26.47249,76.71744,P,PPL,IN,,24,108,,,120115,,262,Asia/Kolkata,14-10-2014,India
Gajendragarh,Gajendragarh,"Gajendragad,Gajendragarh",15.73628,75.96976,P,PPL,IN,,19,561,,,29749,,643,Asia/Kolkata,14-10-2014,India
Fatehpur,Fatehpur,,27.99486,74.95628,P,PPL,IN,,24,111,,,83170,,329,Asia/Kolkata,14-10-2014,India
Dumraon,Dumraon,Dumraon,25.55265,84.15149,P,PPL,IN,,34,232,,,50524,,76,Asia/Kolkata,04-10-2015,India
Dorāha,Doraha,"Doraha,Dorāha",30.79953,76.02355,P,PPL,IN,,23,41,,,23545,,262,Asia/Kolkata,07-08-2015,India
Dispur,Dispur,"Dishpur,Dispur,Dispuras,di si pu er,dichapura,disapura,diseupuleu,dispur,disupuru,tispur,Диспур,Діспур,दिसपुर,दिसपूर,দিছপুৰ,দিশপুৰ,দিসপুর,ਦਿਸਪੁਰ,દિસપુર,ଦିସପୁର,திஸ்பூர்,ದಿಸ್ಪುರ್,ദിസ്‌പൂർ,დისპური,ディスプル,第斯普尔,디스푸르",26.13564,91.80069,P,PPLA,IN,,3,322,,,10812,,60,Asia/Kolkata,04-06-2019,India
Deoli,Deoli,"Deoli,Devli,Dioli",25.75728,75.37991,P,PPL,IN,,24,122,,,21298,,339,Asia/Kolkata,23-06-2016,India
Delvāda,Delvada,"Delvada,Delvāda",20.77544,71.04646,P,PPL,IN,,9,479,,,11912,,21,Asia/Kolkata,10-03-2016,India
Darbhanga,Darbhanga,"Darbanga,Darbhanga,Darbkhanga,da er bang ge a,darabhaga,darabhanga,darbanga,darbhanga,darbhanja,drbnga,Дарбанга,Дарбханга,داربهانجا,دربنگا,دربھنگا,دربھنگہ,दरभंगा,दरभङ्गा,দারভাঙ্গা,ਦਰਭੰਗਾ,ଦାରଭଙ୍ଗା,దర్భాంగా,ದರ್ಬಂಗ,达尔邦格阿",26.15216,85.89707,P,PPL,IN,,34,215,,,287150,,58,Asia/Kolkata,05-09-2019,India
Daltonganj,Daltonganj,"Daltenganj,Daltongandzh,Daltonganj,Daltongganj,Dāltenganj,Medininagar,Medninagar,da er tong ge a en jie,daltanaganja,daltanaganjanagaram,Далтонгандж,डाल्टनगंज,डाल्टनगञ्ज,डाल्टनगञ्जनगरम्,দাল্টনগঞ্জ,ଡାଲଟନ୍‌ଗଞ୍ଜ,达尔通格阿恩杰",24.03971,84.0658,P,PPL,IN,,38,358,,,77704,,227,Asia/Kolkata,04-10-2015,India
Dohad,Dohad,"Dahod,Dohad,Dāhod",22.83283,74.25986,P,PPL,IN,,9,485,,,83966,,310,Asia/Kolkata,04-10-2015,India
Chunār,Chunar,"Chunar,Chunār",25.12776,82.8821,P,PPL,IN,,36,199,,,36459,,83,Asia/Kolkata,07-08-2015,India
Chorhat,Chorhat,"Chorhat,Chorhāt,Churhat",24.42743,81.66948,P,PPL,IN,,35,462,,,14101,,291,Asia/Kolkata,07-08-2015,India
Chittarkonda,Chittarkonda,"Chitrakonda,Chittarkonda",18.12533,82.1089,P,PPL,IN,,21,399,,,7260,,414,Asia/Kolkata,06-09-2015,India
Chintāmani,Chintamani,"Chintamani,Chintāmani,Чинтамани",13.40051,78.05172,P,PPL,IN,,19,582,,,71798,,890,Asia/Kolkata,08-10-2016,India
Chhuīkhadān,Chhuikhadan,"Chhuikhadan,Chhuīkhadān",21.52316,80.99788,P,PPL,IN,,37,408,,,6485,,338,Asia/Kolkata,06-09-2015,India
Chaupāl,Chaupal,"Chaupal,Chaupāl",30.94647,77.5884,P,PPL,IN,,11,33,,,1701,,2268,Asia/Kolkata,06-09-2015,India
Chāndor,Chandor,"Chandor,Chandvad,Chandwar,Chāndor,Chāndvad,Chāndwar",20.3306,74.24467,P,PPL,IN,,16,516,,,19592,,734,Asia/Kolkata,06-09-2015,India
Būndu,Bundu,"Bundu,Būndu",23.16095,85.59007,P,PPL,IN,,38,364,,,19467,,325,Asia/Kolkata,02-08-2017,India
Bokākhāt,Bokakhat,"Bokakhat,Bokākhāt",26.64018,93.60052,P,PPL,IN,,3,313,,,9554,,86,Asia/Kolkata,13-10-2014,India
Bilāri,Bilari,"Bilari,Bilāri",28.62146,78.80361,P,PPL,IN,,36,135,,,29666,,198,Asia/Kolkata,07-08-2015,India
Bijbehara,Bijbehara,"Bijbehara,Bijbiara,Bijbiāra,Vejibyor,Vejibyour,Vejibyōr,Vijeshwara",33.79378,75.107,P,PPL,IN,,12,14,,,24590,,1607,Asia/Kolkata,09-06-2016,India
Bhatkal,Bhatkal,Bhatkal,13.98534,74.55531,P,PPL,IN,,19,563,,,31735,,12,Asia/Kolkata,05-12-2015,India
Bhabhua,Bhabhua,"Bhabhua,Bhabua",25.04049,83.60749,P,PPL,IN,,34,233,,,48641,,88,Asia/Kolkata,07-08-2015,India
Bemetāra,Bemetara,"Bemetara,Bemetāra",21.71556,81.53423,P,PPLA2,IN,,37,650,,,24910,,291,Asia/Kolkata,28-05-2018,India
Bedi,Bedi,"Beda,Bedi,Bedi Bandar,Беда",22.50143,70.04363,P,PPL,IN,,9,477,,,21327,,9,Asia/Kolkata,13-10-2014,India
Bārāmati,Baramati,"Baramati,Bārāmati,Барамати",18.15174,74.57767,P,PPL,IN,,16,521,,,53919,,552,Asia/Kolkata,13-10-2014,India
Bānsi,Bansi,"Bansi,Bānsi",27.17749,82.93442,P,PPL,IN,,36,184,,,39926,,91,Asia/Kolkata,07-08-2015,India
Baihar,Baihar,Baihar,22.10133,80.54967,P,PPL,IN,,35,457,,,16168,,556,Asia/Kolkata,06-09-2015,India
Bahādurganj,Bahadurganj,"Bahadurganj,Bahādurganj",26.26172,87.82443,P,PPL,IN,,34,210,,,31405,,57,Asia/Kolkata,05-12-2015,India
Bagaha,Bagaha,"Bagaha,Bagaha Division",24.52898,85.06019,P,PPL,IN,,34,236,,,91383,,155,Asia/Kolkata,16-06-2019,India
Ayakudi,Ayakudi,"Ayakkudi,Ayakudi,Palaiya Ayakkudi",10.44992,77.55198,P,PPL,IN,,25,612,,,24120,,336,Asia/Kolkata,14-10-2014,India
Avinashi,Avinashi,"Avanashi,Avanāshi",11.19297,77.26865,P,PPL,IN,,25,633,,,24327,,330,Asia/Kolkata,14-10-2014,India
Aurangabad,Aurangabad,"Aurangabad,Aurangabad - aurangabada,Aurangabad - औरंगाबाद,Aurangabadas,Aurangâbâd,Aurangābād,IXU,a'orangabada,a'urangabada,aurangabada,aurangabada sahara,aurangabado,awrng abad,awrng‌abad,awrnk abad,Аурангабад,أورنك آباد,اورنگ آباد,اورنگ‌آباد,औरंगाबाद,औरंगाबाद शहर,আউরঙ্গাবাদ,আওরঙ্গাবাদ,アウランガーバード",19.87757,75.34226,P,PPLA2,IN,,16,515,,,1016441,,588,Asia/Kolkata,29-03-2019,India
Āndippatti,Andippatti,,9.99797,77.62097,P,PPL,IN,,25,624,,,24448,,291,Asia/Kolkata,05-09-2017,India
Amarpur,Amarpur,Amarpur,23.5257,91.65879,P,PPL,IN,,26,290,,,11906,,42,Asia/Kolkata,14-10-2014,India
Ajra,Ajra,Ajra,16.11601,74.21097,P,PPL,IN,,16,530,,,15864,,661,Asia/Kolkata,13-10-2014,India
Ajmer,Ajmer,"Acmer,Adzhmer,Adzmer,Adzmera,Adzmeras,Adzsmir,Adźmer,Adžmera,Adžmeras,Adžmér,Agmer,Ajmer,Ajmer City,Aĝmer,KQH,a jie mei er,ajamera,ajamira,ajimeleu,ajmer,ajmeri,ajmir,ajmyr,ajumeru,Ádzsmír,Аджмер,Аџмер,أجمير,اجمیر,اجمېر,अजमेर,অজমের,আজমির,ਅਜਮੇਰ,અજમેર,ଆଜମେର,அஜ்மீர்,అజ్మీర్,ಅಜ್ಮೇರ್,അജ്മീർ,აჯმერი,アジュメール,阿杰梅尔,아지메르",26.4521,74.63867,P,PPL,IN,,24,119,,,517911,,475,Asia/Kolkata,23-08-2017,India
Ahmadpur,Ahmadpur,"Ahmadpur,Ahmedpur,Rajura,Rājūra",18.70622,76.93731,P,PPL,IN,,16,524,,,40218,,526,Asia/Kolkata,13-10-2014,India
Agar,Agar,"Agar,Agar-agar,Агар-агар",23.71177,76.01571,P,PPLA2,IN,,35,667,,,34532,,519,Asia/Kolkata,28-05-2018,India
Bāgnān,Bagnan,,22.93338,88.13856,P,PPL,IN,,28,338,,,8494,,15,Asia/Kolkata,14-10-2014,India
Jauriān,Jaurian,,32.83255,74.57612,P,PPL,IN,,12,21,,,3952,,281,Asia/Kolkata,06-09-2015,India
Dayapar,Dayapar,,23.63371,68.90192,P,PPLF,IN,,9,468,,,12000,,103,Asia/Kolkata,13-10-2014,India
Malkapur,Malkapur,,17.26214,74.17574,P,PPL,IN,,16,527,,,32000,,579,Asia/Kolkata,21-06-2016,India
Garamur,Garamur,,26.94891,94.17205,P,PPLA2,IN,,3,706,,,0,,77,Asia/Kolkata,27-05-2018,India
Ampati,Ampati,,25.4623,89.93325,P,PPLA2,IN,,18,293,,,0,,30,Asia/Kolkata,28-05-2018,India
Rohini,Rohini,,28.74322,77.06778,P,PPLX,IN,,7,90,,,860000,,212,Asia/Kolkata,18-07-2019,India
Yelandūr,Yelandur,"Jagir,Jāgīr,Yelandur,Yelandūr",12.04629,77.03034,P,PPL,IN,,19,578,,,8901,,663,Asia/Kolkata,08-09-2016,India
Yāval,Yaval,,21.16772,75.69762,P,PPL,IN,,16,499,,,32881,,215,Asia/Kolkata,07-01-2016,India
Yārāda,Yarada,"Yarada,Yārāda",17.65872,83.27419,P,PPL,IN,,2,544,,,3406,,10,Asia/Kolkata,21-02-2019,India
Wokha,Wokha,Wokha,26.09717,94.25817,P,PPL,IN,,20,264,,,54010,,1385,Asia/Kolkata,14-10-2014,India
Warora,Warora,Warora,20.22885,79.00277,P,PPL,IN,,16,509,,,41523,,208,Asia/Kolkata,07-08-2015,India
Warangal,Warangal,"Ekasila Nagaram,Orugallu,Varangal,Varangalas,WGC,Warangal,raarangala,varangal,varangal jilla,varangala,varangala-nagaram,varankal,wa lang jia er,walang-gal,warangala,warangaru,warangl,wrnjl,Варангал,وارانگل,ورنجل,वरंगल,वरङ्गल-नगरम्,वारंगल,वारंगळ,ৱারাঙ্গাল,વારંગલ,ୱାରଙ୍ଗଲ,வாரங்கல்,వరంగల్ జిల్లా,ವರಂಗಲ್,വാറങ്കൽ,ワランガル,瓦朗加尔,와랑갈",18,79.58333,P,PPLA2,IN,,40,686,,,557802,,258,Asia/Kolkata,27-05-2018,India
Vettūr,Vettur,"Vetchur,Vettoor,Vettur,Vettūr",8.71742,76.72582,P,PPL,IN,,13,601,,,37219,,30,Asia/Kolkata,10-06-2020,India
Velur,Velur,"Velur,Velūr",11.10825,78.00113,P,PPL,IN,,25,609,,,18951,,136,Asia/Kolkata,14-10-2014,India
Azhikkal,Azhikkal,"Azhikal,Azhikkal,Baliapatam,Beliapatanam,Valapattanam,Valarpattanam",11.94043,75.30512,P,PPL,IN,,13,589,,,8117,,1,Asia/Kolkata,15-11-2019,India
Tiruchirappalli,Tiruchirappalli,"TRZ,Tiruccirappalli,Tiruccsirapalli,Tiruccsirápalli,Tiruchchinappalli,Tiruchchināppalli,Tiruchchirappalli,Tiruchchirāppalli,Tiruchi,Tiruchirapali,Tiruchirapalli,Tiruchirappalli,Tiruchirappal·li,Tirucirapali,Tiruĉirapali,Tiruččiráppalli,Trichinapalli,Trichinopoli,Trichinopoly,Trichy,Trinchinopoly,di lu ji la pa li,tiluchilapalli,tiruccirappalli,tiruchiraparri,tirucirapalli,tirutchirapparri,tricimalaidurgam,trwchraply,tyrwchyrapaly,tyrwchyraply,Тиручирапали,Тируччираппалли,Тіручірапаллі,تروچراپلی,تيروچيراپلي,تیروچیراپالی,ٹyrwchyrapaly,ٹیروچیراپالی,ट्रिचिमलैदुर्गम्,तिरुचिरापल्ली,तिरुचिरापळ्ळि,তিরুচিরাপল্লী,திருச்சிராப்பள்ளி,ತಿರುಚ್ಚಿರಾಪ್ಪಳ್ಳಿ,തിരുച്ചിറപ്പള്ളി,ティルチラーパッリ,ティルッチラーッパッリ,蒂魯吉拉帕利,티루치라팔리",10.8155,78.69651,P,PPL,IN,,25,614,,,775484,,79,Asia/Kolkata,14-10-2014,India
Tīrthahalli,Tirthahalli,"Tirthahalli,Tīrthahalli",13.68835,75.24548,P,PPL,IN,,19,568,,,15422,,620,Asia/Kolkata,14-10-2014,India
Tekāri,Tekari,"Tekari,Tekāri",24.94253,84.84265,P,PPL,IN,,34,236,,,19063,,97,Asia/Kolkata,05-12-2015,India
Surendranagar,Surendranagar,"Civil Station,Surendranagar,Wadhwan,Wadhwan Camp,Wadhwan City,Wadhwan Civil Station,Wadhwān,Wadhwān Civil Station",22.72706,71.64856,P,PPL,IN,,9,475,,,179628,,68,Asia/Kolkata,13-10-2014,India
Sri Dūngargarh,Sri Dungargarh,"Shri Dungargarh,Sri Dungargarh,Sri Dūngargarh",28.09617,74.00868,P,PPL,IN,,24,101,,,48036,,262,Asia/Kolkata,10-06-2020,India
Sorbhog,Sorbhog,Sorbhog,26.48612,90.8859,P,PPL,IN,,3,303,,,7614,,54,Asia/Kolkata,04-12-2018,India
Somvārpet,Somvarpet,"Somvarpet,Somvārpet,Somwarpett",12.59698,75.84957,P,PPL,IN,,19,576,,,7227,,1133,Asia/Kolkata,10-06-2020,India
Sitārganj,Sitarganj,"Sitarganj,Sitārganj",28.9293,79.70436,P,PPL,IN,,39,67,,,24225,,219,Asia/Kolkata,04-10-2015,India
Silvassa,Silvassa,"Selvasa,Selvāsa,Silvasa,Silvassa,cilvaca,selvasa,silabas'sa,silabhasa,silavasa,silbasa,silvasa,su~iruvu~asa,sylwasa,xi er wa sa,Силвасса,Сілвасса,سیلواسا,सिलवास,सिलवासा,सिल्वासा,সিলবাস্সা,ਸਿਲਵਾਸਾ,સેલ્વાસ,ସିଲଭାସା,சில்வாசா,സിൽവാസ്സ,სილვასა,スィルヴァーサー,锡尔瓦萨,실바사",20.27386,72.99673,P,PPLA2,IN,,52,496,,,27359,,37,Asia/Kolkata,14-05-2020,India
Siddipet,Siddipet,"Siddipet,siddipeta,సిద్దిపేట",18.10483,78.84858,P,PPLA2,IN,,40,692,,,64562,,493,Asia/Kolkata,28-05-2018,India
Sangrūr,Sangrur,"Sangrur,Sangrūr",30.24506,75.84488,P,PPL,IN,,23,53,,,88615,,241,Asia/Kolkata,07-06-2015,India
Sahāwar,Sahawar,"Sahawar,Sahāwar",27.79603,78.83373,P,PPL,IN,,36,202,,,22201,,178,Asia/Kolkata,07-08-2015,India
Risod,Risod,Risod,19.97671,76.78799,P,PPL,IN,,16,502,,,30131,,542,Asia/Kolkata,07-08-2015,India
Rāpar,Rapar,"Rapar,Rāpar",23.57267,70.64718,P,PPL,IN,,9,468,,,21507,,65,Asia/Kolkata,13-10-2014,India
Rāmgarh,Ramgarh,"Ramgarh,Rāmgarh",33.40379,74.22388,P,PPL,IN,,12,6,,,4945,,1373,Asia/Kolkata,21-02-2019,India
Rāikot,Raikot,"Raikot,Rāikot",30.65,75.6,P,PPL,IN,,23,41,,,26114,,238,Asia/Kolkata,14-10-2014,India
Raia,Raia,Raia,15.30499,73.97096,P,PPL,IN,,33,586,,,9421,,18,Asia/Kolkata,14-10-2014,India
Rāhatgarh,Rahatgarh,"Rahatgarh,Rāhatgarh",23.78968,78.39473,P,PPL,IN,,35,427,,,27462,,474,Asia/Kolkata,07-08-2015,India
Rafiganj,Rafiganj,Rafiganj,24.81757,84.63445,P,PPL,IN,,34,235,,,26228,,106,Asia/Kolkata,04-10-2015,India
Pulwama,Pulwama,"Pulawom,Pulwama,blwama,bwlwama,plwama,plwamہ,pwlwama,بلواما,بولواما,پلواما,پلوامہ,پولواما",33.87405,74.89955,P,PPL,IN,,12,12,,,20071,,1648,Asia/Kolkata,16-03-2019,India
Petlāwad,Petlawad,"Petlawad,Petlāwad",23.01102,74.79772,P,PPL,IN,,35,464,,,13260,,398,Asia/Kolkata,04-10-2015,India
Pedana,Pedana,Pedana,16.25582,81.14378,P,PPL,IN,,2,547,,,30252,,13,Asia/Kolkata,10-10-2014,India
Parāsia,Parasia,"Dongar Parasia,Dongar Parāsia,Parasia,Parāsia",22.1913,78.75904,P,PPL,IN,,35,455,,,39440,,781,Asia/Kolkata,08-04-2015,India
Pāloncha,Paloncha,,17.60184,80.70509,P,PPL,IN,,40,541,,,75224,,106,Asia/Kolkata,12-10-2014,India
Paddhari,Paddhari,Paddhari,22.43654,70.60162,P,PPL,IN,,9,476,,,9701,,68,Asia/Kolkata,13-10-2014,India
Nowrangapur,Nowrangapur,"Nabarangapur,Nabarangpur,Nowrangpur",19.23114,82.54826,P,PPLA2,IN,,21,397,,,1220946,,578,Asia/Kolkata,14-10-2014,India
Nilanga,Nilanga,Nilanga,18.11675,76.75279,P,PPL,IN,,16,524,,,34491,,607,Asia/Kolkata,13-10-2014,India
Nāttarasankottai,Nattarasankottai,"Nattarasankotal,Nattarasankottai,Nāttarasankottai",9.86905,78.55305,P,PPL,IN,,25,622,,,5920,,88,Asia/Kolkata,10-06-2020,India
Nainpur,Nainpur,Nainpur,22.42996,80.10561,P,PPL,IN,,35,454,,,22336,,448,Asia/Kolkata,06-09-2015,India
Mussoorie,Mussoorie,"Massuri,Masuri,Musoori,Mussooree,Mussoori,Mussoorie,Mussuri,masori,masuri,mu suo li,mucori,mus'sauri,Массури,Масурі,Муссури,مسوری، اتراکھنڈ,मसुरी,मसूरी,মুস্সৌরি,ਮਸੂਰੀ,મસૂરી,ମଶୋରୀ,முசோரி,മസൂറി,穆索里",30.45498,78.07068,P,PPL,IN,,39,60,,,25753,,1824,Asia/Kolkata,07-06-2015,India
Musiri,Musiri,Musiri,10.95299,78.44427,P,PPL,IN,,25,614,,,30209,,95,Asia/Kolkata,14-10-2014,India
Muragācha,Muragacha,"Muragacha,Muragachha,Muragācha",23.53631,88.39425,P,PPL,IN,,28,336,,,10324,,19,Asia/Kolkata,10-06-2020,India
Multai,Multai,Multai,21.77463,78.25756,P,PPL,IN,,35,447,,,22029,,758,Asia/Kolkata,08-04-2015,India
Mīrganj,Mirganj,"Mirganj,Mīrganj",28.54012,79.20817,P,PPL,IN,,36,150,,,15335,,178,Asia/Kolkata,14-10-2014,India
Mettur,Mettur,"Mettur,Mettūr",11.78796,77.8008,P,PPL,IN,,25,608,,,56743,,205,Asia/Kolkata,14-10-2014,India
Mankāchar,Mankachar,"Manikarchar,Mankachar,Mankāchar",25.53347,89.86373,P,PPL,IN,,18,,,,31091,,30,Asia/Kolkata,10-06-2020,India
Manchar,Manchar,Manchar,19.00436,73.94346,P,PPL,IN,,16,521,,,14740,,674,Asia/Kolkata,13-10-2014,India
Manāsa,Manasa,,24.47764,75.14095,P,PPL,IN,,35,432,,,24078,,447,Asia/Kolkata,17-07-2018,India
Madhipura,Madhipura,"Madhipura,Madhupura",25.92127,86.79271,P,PPL,IN,,34,213,,,50570,,50,Asia/Kolkata,14-10-2014,India
Lohaghāt,Lohaghat,"Lohaghat,Lohaghāt",29.40356,80.08965,P,PPL,IN,,39,65,,,6758,,1701,Asia/Kolkata,14-10-2014,India
Kotapārh,Kotaparh,"Kotapad,Kotaparh,Kotapād,Kotapārh",19.14256,82.32536,P,PPL,IN,,37,,,,15479,,561,Asia/Kolkata,08-02-2013,India
Korādi,Koradi,"Koradi,Koradih,Korādi,Korādih",21.24758,79.10575,P,PPL,IN,,16,505,,,3225,,307,Asia/Kolkata,10-06-2020,India
Konnūr,Konnur,"Konnur,Konnūr",16.20138,74.74886,P,PPL,IN,,19,555,,,19166,,622,Asia/Kolkata,14-10-2014,India
Konanūr,Konanur,"Konanur,Konanūr",12.63016,76.05037,P,PPL,IN,,19,574,,,9555,,835,Asia/Kolkata,08-11-2015,India
Kashipur,Kashipur,"Kashipur,Kāshīpur,ka si xi pu er,kashypwr,kasipura,Кашипур,Кашіпур,کاشی پور، اتراکھنڈ,کاشیپور,काशीपुर,काशीपूर,কাশিপুর,କାଶିପୁର,卡斯希普尔",29.21399,78.95693,P,PPL,IN,,39,67,,,103138,,239,Asia/Kolkata,14-10-2014,India
Karur,Karur,"Karur,Karūr,ka lu er,kaluleu,karur,karura,karuru,karwr,krwr,Карур,كرور,کارور,करुर,करूर,करूरु,কারুর,કરુર,କାରୁର୍,கரூர்,ಕರೂರ್,കരൂർ,カルール,卡鲁尔,카루르",10.95771,78.08095,P,PPL,IN,,25,613,,,76915,,126,Asia/Kolkata,14-10-2014,India
Vyāra,Vyara,"Vvara,Vyara,Vyāra",21.11079,73.39365,P,PPL,IN,,9,493,,,38168,,90,Asia/Kolkata,10-06-2020,India
Vīsāvadar,Visavadar,"Visavadar,Visavedar,Vīsāvadar",21.33954,70.74966,P,PPL,IN,,9,479,,,18382,,140,Asia/Kolkata,10-06-2020,India
